generic_name,brand_name,baseline_price,system_id
NAPHAZOLINE HYDROCHLORIDE,ALBALON,0.65,00001147
DIPHENOXYLATE HYDROCHLORIDE + ATROPINE SULFATE,LOMOTIL,0.65,00036323
PROCARBAZINE (PROCARBAZINE HYDROCHLORIDE),MATULANE,0.65,00012750
EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE),ADRENALIN,0.65,00155357
CODEINE PHOSPHATE,CODEINE PHOSPHATE SYRUP,0.65,00050024
DOXEPIN (DOXEPIN HYDROCHLORIDE),SINEQUAN,0.65,00024325
BUSULFAN,MYLERAN,0.65,00004618
MERCAPTOPURINE,PURINETHOL,0.65,00004723
CHLORHEXIDINE ACETATE,HIBITANE DISINFECTANT,0.65,00053236
PHENYTOIN SODIUM,DILANTIN,0.65,00022772
TRIMEPRAZINE TARTRATE + PREDNISOLONE,VANECTYL-P,0.65,00170925
PHENYTOIN,DILANTIN INFATABS,0.65,00023698
BISMUTH DIPROPYLACETATE,NEO-LARYNGOBIS,0.65,00065927
AMPICILLIN (AMPICILLIN TRIHYDRATE),TEVA-AMPICILLIN,0.65,00020885
METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE),SOLU-MEDROL,0.65,00036137
PROPARACAINE HYDROCHLORIDE,ALCAINE,0.65,00035076
MANNITOL,MANNITOL INJECTION USP,0.65,00038024
AZATHIOPRINE,IMURAN,0.65,00004596
CHLORAMBUCIL,LEUKERAN,0.65,00004626
MELPHALAN,ALKERAN,0.65,00004715
KETAMINE (KETAMINE HYDROCHLORIDE),KETALAR,0.65,00224391
CLINDAMYCIN (CLINDAMYCIN 2-PALMITATE HYDROCHLORIDE),DALACIN C FLAVOURED GRANULES,0.65,00225851
BUTALBITAL + ACETYLSALICYLIC ACID + CAFFEINE,FIORINAL,0.65,00226327
NITROGLYCERIN,NITROSTAT,0.65,00037621
DIMENHYDRINATE,KIDS GRAVOL LIQUID,0.65,00230197
CHLORPROMAZINE (CHLORPROMAZINE HYDROCHLORIDE),TEVA-CHLORPROMAZINE,0.65,00232807
TANNIC ACID + ALUMINUM AMMONIUM SULFATE DODECAHYDRATE + FERROUS SULFATE + THYMOL IODIDE,BLOOD STOP POWDER DOMINION,0.65,00236306
LITHIUM CARBONATE,CARBOLITH,0.65,00236683
PENTOBARBITAL SODIUM,EUTHANYL FORTE,0.65,00241326
METHYLPREDNISOLONE,MEDROL,0.65,00036129
NORETHINDRONE ACETATE,NORLUTATE,0.65,00023760
SPIRONOLACTONE,ALDACTONE 25 MG,0.65,00028606
FLUOROMETHOLONE,FML,0.65,00247855
ETHAMBUTOL HYDROCHLORIDE,ETIBI,0.65,00247960
PHENYLBUTAZONE,PHENYLBUTAZONE TAB 1000MG,0.65,00250368
EPINEPHRINE (EPINEPHRINE HYDROCHLORIDE),ADRENALIN TOPICAL SOLUTION,0.65,00155365
CYCLOPENTOLATE HYDROCHLORIDE,CYCLOGYL,0.65,00252506
BISACODYL,DULCOLAX,0.65,00254142
PROPYLENE GLYCOL,PROPYLENE GLYCOL LIQ,0.65,00255602
SULFATHIAZOLE + SULFAMETHAZINE + SULFANILAMIDE,TRIPLE SULFA BOLUS,0.65,00260126
METHYLPREDNISOLONE ACETATE + LIDOCAINE HYDROCHLORIDE,DEPO-MEDROL WITH LIDOCAINE,0.65,00260428
CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),DALACIN C PHOSPHATE,0.65,00260436
SODIUM LACTATE + POTASSIUM CHLORIDE + SODIUM CHLORIDE + CALCIUM CHLORIDE,"LACTATED RINGER'S INJECTION, USP",0.65,00061085
PROGESTERONE + ESTRADIOL BENZOATE,SYNOVEX S,0.65,00262056
LIPASE + PROTEASE + AMYLASE,COTAZYM,0.65,00263818
TRICLOSAN + SALICYLIC ACID + COAL TAR,TARDAN SHP,0.65,00266493
TRICLOSAN,ADASEPT LIQ 0.5%,0.65,00266507
SODIUM CHLORIDE + SODIUM LACTATE + CALCIUM CHLORIDE + POTASSIUM CHLORIDE + DEXTROSE,"LACTATED RINGER'S AND 5% DEXTROSE INJECTION, USP",0.65,00061131
SODIUM CHLORIDE + DEXTRAN,LMD 10% IN 0.9% SODIUM CHLORIDE,0.65,00224227
DEXTRAN + DEXTROSE,LMD 10% IN DEXTROSE 5%,0.65,00224235
CALCIUM CHLORIDE + SODIUM LACTATE + POTASSIUM CHLORIDE + SODIUM CHLORIDE,LACTATED RINGER'S INJECTION,0.65,00039470
DEXTROSE + SODIUM CHLORIDE,5% DEXTROSE AND 0.45% SODIUM CHLORIDE,0.65,00038903
NEOMYCIN SULFATE + PECTIN + KAOLIN + SUCCINYLSULFATHIAZOLE + CALCIUM PHOSPHATE (TRIBASIC) + ATROPINE SULFATE + HYOSCYAMINE SULFATE,SCOUR SUSPENSION,0.65,00274895
CORTISONE ACETATE,CORTISONE ACETATE,0.65,00280437
THIOGUANINE,LANVIS,0.65,00282081
TETRACYCLINE HYDROCHLORIDE,KANADOM TETRACYCLINE HYDROCHLORIDE,0.65,00283851
LIDOCAINE HYDROCHLORIDE + EPINEPHRINE (EPINEPHRINE BITARTRATE),XYLOCAINE 2% W EPINEPHRINE 1:200000,0.65,00284106
SIMETHICONE,OVOL FOR GAS 80 MG TABLET,0.65,00292990
SODIUM HYDROXIDE + CALCIUM HYDROXIDE,DEHORNING PST DR NAYLORS,0.65,00297836
SODIUM BICARBONATE,SODIUM BICARBONATE INJECTION USP,0.65,00261998
SODIUM CHLORIDE + PHENOL,PHENOL SALINE INJ,0.65,00298409
PHENOL + SODIUM CHLORIDE + GLYCERINE,GLYCERINATED PHENOL SALINE,0.65,00298417
NON POLLEN,ALLERGENIC EXTRACT NON POLLENS,0.65,00299979
POLLEN,ALLERGENIC EXTRACT POLLENS,0.65,00299987
PYRANTEL (PYRANTEL PAMOATE),STRONGID T,0.65,00288616
PREDNISOLONE ACETATE,PRED FORTE,0.65,00301175
TETRACOSACTIDE,CORTROSYN INJ 0.25MG,0.65,00022381
KAOLIN + HYOSCYAMINE SULFATE + NEOMYCIN (NEOMYCIN SULFATE) + SULFATHIAZOLE + CALCIUM PHOSPHATE (TRIBASIC) + PECTIN + ATROPINE SULFATE + VITAMIN A + SULFAGUANIDINE,CALF SCOUR BOLUS,0.65,00308390
CLOMIPRAMINE HYDROCHLORIDE,ANAFRANIL,0.65,00324019
SULFANILAMIDE + SULFATHIAZOLE + UREA,AFTER-CALF BOLUS,0.65,00308226
BETAMETHASONE (BETAMETHASONE DIPROPIONATE),DIPROSONE,0.65,00323071
PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN,TUBERSOL,0.65,00317268
NITROFURANTOIN,NITROFURANTOIN,0.65,00312738
NITROFURAZONE,NITRO ONT 2%,0.65,00334308
SENNOSIDES + DOCUSATE SODIUM,SENOKOT S,0.65,00026123
FLUOROURACIL,EFUDEX,0.65,00330582
SPIRONOLACTONE,ALDACTONE 100 MG,0.65,00285455
DIPHENYLPYRALINE HYDROCHLORIDE + CAMPHOR + GUAIACOL CARBONATE,CREO-RECTAL ADULTES/ADULTS,0.65,00299561
GUAIACOL CARBONATE + CAMPHOR + DIPHENYLPYRALINE HYDROCHLORIDE,CREO-RECTAL ENFANTS/CHILDREN,0.65,00299596
CARMUSTINE,BICNU,0.65,00297763
BENZYLPENICILLOYL-POLYLYSINE,PRE-PEN,0.65,00328693
MAGNESIUM STEARATE + TALC + CUPRIC SULFATE + SULFATHIAZOLE + TANNIC ACID + BORIC ACID + SULFANILAMIDE,PROUD FLESH DUST,0.65,00346152
CALCIUM ACETATE + ALUMINUM SODIUM SULFATE + ZINC SULFATE,WHITE LOTION TAB,0.65,00346160
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + EDETIC ACID + SODIUM METASILICATE,NETTOYEUR LIQUIDE U974,0.65,00343471
IMIPRAMINE HYDROCHLORIDE,APO-IMIPRAMINE TABLETS,0.65,00312797
HYDROCORTISONE (HYDROCORTISONE SODIUM SUCCINATE),SOLU-CORTEF,0.65,00030600
CLOXACILLIN (CLOXACILLIN SODIUM),TEVA-CLOXACILLIN,0.65,00337765
POTASSIUM IODIDE + IODINE,STRONGER IODINE TCT,0.65,00349704
FUROSEMIDE,TEVA-FUROSEMIDE,0.65,00337730
PERPHENAZINE,PERPHENAZINE,0.65,00335096
PILOCARPINE HYDROCHLORIDE,ISOPTO CARPINE,0.65,00000868
POLYMYXIN B SULFATE + DEXAMETHASONE + NEOMYCIN (NEOMYCIN SULFATE),MAXITROL,0.65,00358177
AMITRIPTYLINE HYDROCHLORIDE,PRO-AMITRIPTYLINE,0.65,00370991
DOCUSATE SODIUM,ANTI BLOAT,0.65,00373117
CHLORTHALIDONE,APO-CHLORTHALIDONE,0.65,00360279
METHYLDOPA,METHYLDOPA,0.65,00360252
FUROSEMIDE,APO-FUROSEMIDE,0.65,00362166
HYOSCINE BUTYLBROMIDE,BUSCOPAN,0.65,00363812
EPINEPHRINE (EPINEPHRINE BITARTRATE) + LIDOCAINE HYDROCHLORIDE,LIGNOSPAN FORTE,0.65,00375799
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP,0.65,00037869
LOMUSTINE,CEENU,0.65,00360422
LIDOCAINE HYDROCHLORIDE + EPINEPHRINE,LIGNOSPAN STANDARD,0.65,00375780
CLONAZEPAM,RIVOTRIL,0.65,00382825
IODINE (ETHIODIZED OIL),LIPIODOL ULTRA FLUID,0.65,00386685
DEXAMETHASONE,MAXIDEX,0.65,00042560
DIAZEPAM,DIAZEPAM,0.65,00362158
DINOPROSTONE,PROSTIN E2 TABLETS,0.65,00400688
LEVODOPA + BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE),PROLOPA CAP 100-25,0.65,00386464
LEVODOPA + BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE),PROLOPA CAP 200-50,0.65,00386472
MEPIVACAINE HYDROCHLORIDE,ISOCAINE HCL INJ 3%,0.65,00364304
PRIMIDONE,PRIMIDONE,0.65,00396761
EUCALYPTOL + CAMPHOR + GUAIACOL + GUAIACOL CARBONATE,DEMO-CINEOL ENFANTS/CHILDREN,0.65,00319724
CHLORAMPHENICOL (CHLORAMPHENICOL SODIUM SUCCINATE),CHLOROMYCETIN SUCCINATE INJECTION,0.65,00312363
DEXAMETHASONE,DEXAMETHASONE POWDER,0.65,00416010
PRILOCAINE HYDROCHLORIDE + EPINEPHRINE,PRILOCAINE HCL 4% EPINEPH 1:200000INJ,0.65,00393746
MORANTEL TARTRATE,BANMINTH II,0.65,00327042
METHYL SALICYLATE + THYMOL + OIL OF TURPENTINE + MENTHOL + OIL OF HEMLOCK CANADIAN + CAPSICUM OLEORESIN + CAMPHOR,THREE IN ONE,0.65,00391034
FUROSEMIDE,PRO-FUROSEMIDE,0.65,00397792
FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE,0.65,00405345
RIFAMPIN,ROFACT,0.65,00343617
DIMENHYDRINATE,CONFAB DIMENHYDRINATE 100 MG,0.65,00392545
DIMENHYDRINATE,CONFAB DIMENHYDRINATE 50 MG,0.65,00392553
BENZALKONIUM CHLORIDE,GERMICIDAL DETERGENT NO 1492,0.65,00405671
DEXTROSE,DEXTROSE INJECTION USP,0.65,00037915
PHOSPHORIC ACID + BUTOXY POLYOXYPROPYLENE POLYOXYETHYLENE GLY.IODINE,MIKROKLENE,0.65,00435430
YELLOW FEVER VACCINE,YF-VAX,0.65,00428833
CODEINE PHOSPHATE,LINCTUS CODEINE BLANC,0.65,00380571
PYRANTEL (PYRANTEL PAMOATE),STRONGID P,0.65,00433780
FOLIC ACID,FOLIC ACID,0.65,00426849
BENZALKONIUM CHLORIDE,FORMULA 19 GERM LIQ CLEANER,0.65,00439193
BENZALKONIUM CHLORIDE,MIKRO QUAT,0.65,00333441
MORPHINE SULFATE,MORPHINE SULFATE INJ 15MG/ML USP,0.65,00392561
MORPHINE SULFATE,MORPHINE SULFATE INJ 10MG/ML USP,0.65,00392588
PREDNISONE,WINPRED,0.65,00271373
MAGNESIUM SULFATE,MAGNESIUM SULFATE INJECTION USP,0.65,00392618
DEXTROSE + POTASSIUM CHLORIDE + SODIUM CHLORIDE,(20 MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,0.65,00438014
SODIUM CHLORIDE + POTASSIUM CHLORIDE + DEXTROSE,(40MMOL/L) POTASSIUM CHLORIDE IN 3.3% DEXTROSE AND 0.3% SODIUM CHLORIDE INJECTION USP,0.65,00438022
VALPROIC ACID (SODIUM VALPROATE),DEPAKENE,0.65,00443832
DIAZEPAM,VALIUM,0.65,00013285
TIMOLOL (TIMOLOL MALEATE),TIMOPTIC,0.65,00451207
LITHIUM CARBONATE,LITHANE,0.65,00406775
AMOXICILLIN (AMOXICILLIN TRIHYDRATE),NOVAMOXIN,0.65,00406716
PHENYLEPHRINE HYDROCHLORIDE,MYDFRIN,0.65,00465763
FLUNIXIN (FLUNIXIN MEGLUMINE),BANAMINE,0.65,00465305
MITOTANE,LYSODREN,0.65,00463221
ARGININE HYDROCHLORIDE,L-ARGININE HYDROCHLORIDE INJECTION,0.65,00399736
WATER,STERILE WATER FOR INJECTION USP,0.65,00402257
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE,0.65,00402206
SODIUM CHLORIDE,SODIUM CHLORIDE INJ 23.4%,0.65,00402230
SODIUM CHLORIDE,SODIUM CHLORIDE BACTERIOSTATIC INJ,0.65,00402249
DIMENHYDRINATE,DIMENHYDRINATE INJECTION USP,0.65,00392537
DEXTROSE,DEXTROSE 50% STERILE INJECTION,0.65,00467618
CALCITRIOL,ROCALTROL,0.65,00481815
HYDROXYUREA,HYDREA,0.65,00465283
OXAZEPAM,APO-OXAZEPAM,0.65,00402680
PATENT BLUE SODIUM,PATENT BLUE SODIUM INJECTION,0.65,00405396
ATROPINE SULFATE,ATROPINE SULFATE INJECTION USP,0.65,00392693
RUBELLA VIRUS LIVE ATTENUATED (WISTAR RA27/3 STRAIN) + MUMPS VIRUS LIVE ATTENUATED (JERYL LYNN STRAIN) + MEASLES VIRUS LIVE ATTENUATED (EDMONSTON STRAIN),M-M-R II,0.65,00466085
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + SODIUM CARBONATE (ANHYDROUS) + BENZALKONIUM CHLORIDE + EDETATE SODIUM,ENVIRO 40LIQ,0.65,00415219
BEECHWOOD CREOSOTE + EUCALYPTOL + METHYL SALICYLATE + PHENOL + OIL OF TURPENTINE + LANOLIN,UDDER BUDDER ONT,0.65,00493600
POVIDONE-IODINE,ANTISEPTIC IODINE SPRAY 10%,0.65,00496200
EUCALYPTOL + CAMPHOR + PHENOL + METHYL SALICYLATE,RED UDDER OINTMENT,0.65,00499064
SULFAMETHOXAZOLE + TRIMETHOPRIM,SULFATRIM PEDIATRIC,0.65,00445266
TRIMETHOPRIM + SULFAMETHOXAZOLE,SULFATRIM,0.65,00445274
SULFAMETHOXAZOLE + TRIMETHOPRIM,SULFATRIM DS,0.65,00445282
DIAZEPAM,DIAZEPAM INJECTION USP,0.65,00399728
NAPHAZOLINE HYDROCHLORIDE + PHENIRAMINE MALEATE,NAPHCON A,0.65,00481408
CRESOL + SOYBEAN OIL + GILSONITE + MINERAL OIL,HOOF DRESSING,0.65,00467413
DIMETHYL SULFOXIDE,RIMSO-50,0.65,00493392
SULFATHIAZOLE + SULFANILAMIDE + UREA,SULFA UREA CRM,0.65,00502936
NONYL PHENOXYPOLY ETHOXY ETHANOL-IODINE,BARN STORM IODINE CLEANER SANITIZER,0.65,00504793
DIPHENHYDRAMINE HYDROCHLORIDE,DORMIPHEN EXTRA-FORT CAPSULE,0.65,00489867
FLUORESCEIN (FLUORESCEIN SODIUM),FLUORESCITE,0.65,00505005
MEPIVACAINE HYDROCHLORIDE,SCANDONEST 3% PLAIN INJ,0.65,00479934
OXAZEPAM,PRO-OXAZEPAM,0.65,00497754
WATER,STERILE WATER FOR IRRIGATION USP,0.65,00498785
SORBITOL + MANNITOL,SORBITOL MANNITOL IRRIGATION,0.65,00498807
BENZALKONIUM CHLORIDE,COLINON,0.65,00464996
GLYCINE,GLYCINE IRRIGATION USP,0.65,00498793
EPINEPHRINE,EPIPEN,0.65,00509558
METHYL SALICYLATE + LANOLIN,LANOVET ONT,0.65,00509043
NONYL PHENOXYPOLYETHOXYETHANOL-IODINE COMPLEX + GLYCERINE,K24 GERMICIDAL TEAT DIP 10%,0.65,00504807
AMYLASE + LIPASE + PROTEASE,COTAZYM ECS 8,0.65,00502790
CARBACHOL,MIOSTAT OPHTHALMIC LIQ 0.01%,0.65,00042544
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,D4055 LIQ DEGREASER CLEANER,0.65,00513032
DIMENHYDRINATE,GRAVOL TABLETS,0.65,00013803
CEPHALEXIN (CEPHALEXIN MONOHYDRATE),TEVA-CEPHALEXIN,0.65,00342084
NITRAZEPAM,MOGADON,0.65,00511528
OXYCODONE HYDROCHLORIDE,SUPEUDOL 10,0.65,00443948
MINOXIDIL,LONITEN 10MG,0.65,00514500
MINOXIDIL,LONITEN 2.5MG,0.65,00514497
IODINE (NONYL PHENOXYPOLYETHOXYETHANOL-IODINE COMPLEX),GERMICIDAL TEAT DIP,0.65,00523704
CROMOLYN SODIUM,NALCROM,0.65,00500895
TYLOSIN (TYLOSIN PHOSPHATE),TYLAN 40,0.65,00474444
INDOMETHACIN,TEVA-INDOMETHACIN,0.65,00337420
OXYTETRACYCLINE (OXYTETRACYCLINE HYDROCHLORIDE),KELAMYCIN INTRAUTERINE SUSPENSION,0.65,00439339
OIL OF THYME + EUCALYPTUS OIL + MENTHOL + PHENOL + PINE OIL + OIL OF CAMPHOR + PERUVIAN BALSAM,SCARLET OIL PUMP SPRAY,0.65,00526053
BENZALKONIUM CHLORIDE,GERMARC,0.65,00522880
SODIUM DICHLOROISOCYANURATE,ANTIBAC B,0.65,00524123
OXYTOCIN,OXYTO-SURE,0.65,00052124
BENZALKONIUM CHLORIDE,DYNAKIL SQ LIQUID GERMICIDAL DETERGENT,0.65,00514810
PIZOTIFEN (PIZOTIFEN MALATE),SANDOMIGRAN DS,0.65,00511552
CALCIUM CHLORIDE,CALCIUM CHLORIDE INJECTION USP,0.65,00294748
TRAZODONE HYDROCHLORIDE,PMS TRAZODONE HCL TAB 50MG,0.65,01937227
PROPRANOLOL HYDROCHLORIDE,TEVA-PROPRANOLOL,0.65,00496480
GUAIFENESIN + OXTRIPHYLLINE,CHOLEDYL EXPECTORANT,0.65,00476374
ACETYLSALICYLIC ACID,ASA 325MG,0.65,00530336
ALLOPURINOL,APO-ALLOPURINOL TABLETS,0.65,00402818
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE,0.65,00522996
HYDROCHLOROTHIAZIDE,APO-HYDROCHLOROTHIAZIDE,0.65,00312800
OXYTOCIN,OXYTOCIN INJECTION USP,0.65,00497398
PHENELZINE (PHENELZINE SULFATE),NARDIL,0.65,00476552
PHENAZOPYRIDINE HYDROCHLORIDE,PYRIDIUM,0.65,00476714
ZINC SULFATE + HYDROCORTISONE ACETATE,ANUSOL-HC OINTMENT,0.65,00505773
CETRIMONIUM BROMIDE + LIDOCAINE,XYLONOR GEL,0.65,00479896
FUROSEMIDE,FUROSEMIDE INJ USP,0.65,00527033
VITAMIN B12,VITAMIN B12,0.65,00521515
BENSERAZIDE (BENSERAZIDE HYDROCHLORIDE) + LEVODOPA,PROLOPA CAP 50-12.5,0.65,00522597
CODEINE PHOSPHATE + AMMONIUM CHLORIDE + DIPHENHYDRAMINE HYDROCHLORIDE,CALMYLIN,0.65,00535230
ALPRAZOLAM,XANAX,0.65,00548359
LIDOCAINE HYDROCHLORIDE,XYLOCARD,0.65,00001937
VITAMIN E (D-ALPHA TOCOPHERYL ACETATE) + SELENIUM (SODIUM SELENITE),E-SE INJECTABLE,0.65,00518662
BETAMETHASONE (BETAMETHASONE VALERATE),TEVA-ECTOSONE,0.65,00535427
TRIAMTERENE + HYDROCHLOROTHIAZIDE,TEVA-TRIAMTERENE/HCTZ,0.65,00532657
TOBRAMYCIN,TOBREX,0.65,00513962
DEXTROMETHORPHAN HYDROBROMIDE,BRONCHOPHAN FORTE DM SYR,0.65,00522791
TESTOSTERONE PROPIONATE + ESTRADIOL BENZOATE,SYNOVEX H,0.65,00262064
ZINC SULFATE + HYDROCORTISONE ACETATE,ANUSOL-HC SUPPOSITORIES,0.65,00476285
POTASSIUM BICARBONATE + AMMONIUM CARBONATE + CAMPHOR + MENTHOL + BUCKTHORN + SQUILL,ZEV,0.65,00549312
TRIMETHOPRIM + SULFAMETHOXAZOLE,SEPTRA INJECTION,0.65,00550086
DICYCLOMINE HYDROCHLORIDE,RIVA-DICYCLOMINE,0.65,00557102
SELENIUM (SODIUM SELENITE) + VITAMIN E (D-ALPHA TOCOPHERYL ACETATE),MU-SE INJECTABLE,0.65,00518654
ALLOPURINOL,ALLOPURINOL-100,0.65,00555681
ALLOPURINOL,ALLOPURINOL-300,0.65,00555703
FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM,0.65,00521698
ISOSORBIDE DINITRATE,ISDN,0.65,00441686
PREDNISONE,APO PREDNISONE TAB 5MG,0.65,00312770
ACETAMINOPHEN,APO-ACETAMINOPHEN,0.65,00544981
ACETAMINOPHEN,APO-ACETAMINOPHEN EXTRA STRENGTH,0.65,00545007
PREDNISONE,APO PREDNISONE TAB 50MG,0.65,00550957
ACEPROMAZINE MALEATE,ACEVET 25 INJECTABLE,0.65,00526061
MEBENDAZOLE,VERMOX,0.65,00556734
TRICHLORMETHIAZIDE + DEXAMETHASONE ACETATE,NAQUASONE,0.65,00555673
ALPROSTADIL,PROSTIN VR STERILE SOLUTION,0.65,00559253
PROPYLENE GLYCOL + MACROGOL,SECARIS,0.65,00551805
BENZALKONIUM CHLORIDE,R-2-L BACTERICIDE DEODORIZER,0.65,00558826
ACETAZOLAMIDE,ACETAZOLAMIDE,0.65,00545015
